Index,age,workclass,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,CF_user,candid,clf,Method_cfe,income
u0,28,Private,Some-college,Never-married,Craft-repair,White,Male,0,0,40,United-States,0,u0,CalibratedClassifierCV,random,0
0,28,Private,Some-college,Married-spouse-absent,Craft-repair,White,Male,0,0,40,United-States,1,u0,CalibratedClassifierCV,random,1
0,28,Self-emp-inc,Some-college,Married-spouse-absent,Craft-repair,White,Male,0,0,40,United-States,1,u0,CalibratedClassifierCV,random,1
0,28,Private,Some-college,Married-spouse-absent,Prof-specialty,White,Male,0,0,40,United-States,1,u0,CalibratedClassifierCV,random,1
0,28,Local-gov,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1,u0,CalibratedClassifierCV,random,1
0,28,Private,Prof-school,Married-spouse-absent,Craft-repair,White,Male,0,0,40,United-States,1,u0,CalibratedClassifierCV,random,1
u1,32,Private,Masters,Never-married,Adm-clerical,White,Male,0,0,40,United-States,0,u1,CalibratedClassifierCV,random,0
0,32,Self-emp-inc,Masters,Married-spouse-absent,Prof-specialty,White,Male,0,0,40,United-States,1,u1,CalibratedClassifierCV,random,1
0,32,State-gov,Doctorate,Married-spouse-absent,Exec-managerial,White,Male,0,0,40,United-States,1,u1,CalibratedClassifierCV,random,1
0,32,Private,Masters,Married-spouse-absent,Prof-specialty,White,Male,0,0,40,United-States,1,u1,CalibratedClassifierCV,random,1
0,32,State-gov,Masters,Married-spouse-absent,Exec-managerial,White,Male,0,0,40,United-States,1,u1,CalibratedClassifierCV,random,1
0,32,Self-emp-not-inc,Bachelors,Married-spouse-absent,Exec-managerial,White,Male,0,0,40,United-States,1,u1,CalibratedClassifierCV,random,1
u2,28,Private,11th,Never-married,Transport-moving,White,Male,0,0,50,United-States,0,u2,CalibratedClassifierCV,random,0
0,28,Private,Some-college,Married-spouse-absent,Prof-specialty,White,Male,0,0,50,United-States,1,u2,CalibratedClassifierCV,random,1
0,28,Self-emp-inc,Some-college,Married-spouse-absent,Prof-specialty,White,Male,0,0,50,United-States,1,u2,CalibratedClassifierCV,random,1
0,28,Local-gov,11th,Married-spouse-absent,Prof-specialty,White,Male,0,0,50,United-States,1,u2,CalibratedClassifierCV,random,1
0,28,Local-gov,Prof-school,Married-spouse-absent,Handlers-cleaners,White,Male,0,0,50,United-States,1,u2,CalibratedClassifierCV,random,1
0,28,Private,Some-college,Married-spouse-absent,Tech-support,White,Male,0,0,50,United-States,1,u2,CalibratedClassifierCV,random,1
u3,31,Private,Some-college,Married-civ-spouse,Adm-clerical,Black,Female,0,0,40,United-States,0,u3,CalibratedClassifierCV,random,0
0,31,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Black,Female,0,0,40,United-States,1,u3,CalibratedClassifierCV,random,1
0,31,Local-gov,Some-college,Married-civ-spouse,Sales,Black,Female,0,0,40,United-States,1,u3,CalibratedClassifierCV,random,1
0,31,Private,Some-college,Married-spouse-absent,Exec-managerial,Black,Female,0,0,40,United-States,1,u3,CalibratedClassifierCV,random,1
0,31,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Black,Female,0,0,40,United-States,1,u3,CalibratedClassifierCV,random,1
0,31,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Black,Female,0,0,40,United-States,1,u3,CalibratedClassifierCV,random,1
u4,49,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,0,u4,CalibratedClassifierCV,random,0
0,49,Self-emp-inc,HS-grad,Married-spouse-absent,Prof-specialty,White,Male,0,0,50,United-States,1,u4,CalibratedClassifierCV,random,1
0,49,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,1,u4,CalibratedClassifierCV,random,1
0,49,Local-gov,10th,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,1,u4,CalibratedClassifierCV,random,1
0,49,Self-emp-inc,Assoc-voc,Married-civ-spouse,Tech-support,White,Male,0,0,50,United-States,1,u4,CalibratedClassifierCV,random,1
0,49,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,1,u4,CalibratedClassifierCV,random,1
u5,28,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,White,Male,2176,0,40,United-States,0,u5,CalibratedClassifierCV,random,0
0,28,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,2176,0,40,United-States,1,u5,CalibratedClassifierCV,random,1
0,28,Local-gov,Prof-school,Married-spouse-absent,Prof-specialty,White,Male,2176,0,40,United-States,1,u5,CalibratedClassifierCV,random,1
0,28,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,2176,0,40,United-States,1,u5,CalibratedClassifierCV,random,1
0,28,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,2176,0,40,United-States,1,u5,CalibratedClassifierCV,random,1
0,28,Federal-gov,Prof-school,Married-spouse-absent,Prof-specialty,White,Male,2176,0,40,United-States,1,u5,CalibratedClassifierCV,random,1
u6,42,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,0,u6,CalibratedClassifierCV,random,0
0,42,Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u6,CalibratedClassifierCV,random,1
0,42,Local-gov,Some-college,Married-civ-spouse,Transport-moving,White,Female,0,0,40,United-States,1,u6,CalibratedClassifierCV,random,1
0,42,Private,Some-college,Married-spouse-absent,Tech-support,White,Female,0,0,40,United-States,1,u6,CalibratedClassifierCV,random,1
0,42,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,United-States,1,u6,CalibratedClassifierCV,random,1
0,42,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u6,CalibratedClassifierCV,random,1
u7,22,Private,Some-college,Never-married,Transport-moving,Asian-Pac-Islander,Male,0,0,40,United-States,0,u7,CalibratedClassifierCV,random,0
0,22,Local-gov,Some-college,Married-spouse-absent,Sales,Asian-Pac-Islander,Male,0,0,40,United-States,1,u7,CalibratedClassifierCV,random,1
0,22,Private,Some-college,Married-spouse-absent,Exec-managerial,Asian-Pac-Islander,Male,0,0,40,United-States,1,u7,CalibratedClassifierCV,random,1
0,22,Local-gov,Prof-school,Married-spouse-absent,Transport-moving,Asian-Pac-Islander,Male,0,0,40,United-States,1,u7,CalibratedClassifierCV,random,1
0,22,Local-gov,Some-college,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,United-States,1,u7,CalibratedClassifierCV,random,1
0,22,Local-gov,Some-college,Married-spouse-absent,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,40,United-States,1,u7,CalibratedClassifierCV,random,1
u8,59,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,45,United-States,0,u8,CalibratedClassifierCV,random,0
0,59,Local-gov,Assoc-voc,Married-civ-spouse,Tech-support,White,Male,0,0,45,United-States,1,u8,CalibratedClassifierCV,random,1
0,59,Local-gov,9th,Married-civ-spouse,Craft-repair,White,Male,0,0,45,United-States,1,u8,CalibratedClassifierCV,random,1
0,59,Local-gov,9th,Married-civ-spouse,Sales,White,Male,0,0,45,United-States,1,u8,CalibratedClassifierCV,random,1
0,59,Local-gov,Prof-school,Married-spouse-absent,Transport-moving,White,Male,0,0,45,United-States,1,u8,CalibratedClassifierCV,random,1
0,59,Local-gov,HS-grad,Married-civ-spouse,Tech-support,White,Male,0,0,45,United-States,1,u8,CalibratedClassifierCV,random,1
u9,45,Private,HS-grad,Widowed,Other-service,Asian-Pac-Islander,Female,0,0,50,South,0,u9,CalibratedClassifierCV,random,0
0,45,Private,Assoc-voc,Married-spouse-absent,Craft-repair,Asian-Pac-Islander,Female,0,0,50,South,1,u9,CalibratedClassifierCV,random,1
0,45,Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,0,0,50,South,1,u9,CalibratedClassifierCV,random,1
0,45,Self-emp-not-inc,Bachelors,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Female,0,0,50,South,1,u9,CalibratedClassifierCV,random,1
0,45,Private,Masters,Married-spouse-absent,Tech-support,Asian-Pac-Islander,Female,0,0,50,South,1,u9,CalibratedClassifierCV,random,1
0,45,Local-gov,9th,Married-spouse-absent,Sales,Asian-Pac-Islander,Female,0,0,50,South,1,u9,CalibratedClassifierCV,random,1
u10,42,Private,10th,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,0,u10,CalibratedClassifierCV,random,0
0,42,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u10,CalibratedClassifierCV,random,1
0,42,Local-gov,10th,Married-spouse-absent,Exec-managerial,White,Male,0,0,40,United-States,1,u10,CalibratedClassifierCV,random,1
0,42,Local-gov,10th,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1,u10,CalibratedClassifierCV,random,1
0,42,Local-gov,12th,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u10,CalibratedClassifierCV,random,1
0,42,Private,Doctorate,Married-spouse-absent,Exec-managerial,White,Male,0,0,40,United-States,1,u10,CalibratedClassifierCV,random,1
u11,35,Private,12th,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,0,u11,CalibratedClassifierCV,random,0
0,35,Private,Some-college,Married-spouse-absent,Craft-repair,White,Male,0,0,40,United-States,1,u11,CalibratedClassifierCV,random,1
0,35,Local-gov,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1,u11,CalibratedClassifierCV,random,1
0,35,Local-gov,12th,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u11,CalibratedClassifierCV,random,1
0,35,Local-gov,12th,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1,u11,CalibratedClassifierCV,random,1
0,35,Local-gov,9th,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1,u11,CalibratedClassifierCV,random,1
u12,51,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Male,0,0,40,United-States,0,u12,CalibratedClassifierCV,random,0
0,51,Local-gov,Prof-school,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,u12,CalibratedClassifierCV,random,1
0,51,Local-gov,HS-grad,Married-spouse-absent,Tech-support,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,u12,CalibratedClassifierCV,random,1
0,51,Local-gov,Masters,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,u12,CalibratedClassifierCV,random,1
0,51,Local-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,u12,CalibratedClassifierCV,random,1
0,51,Local-gov,Assoc-voc,Married-spouse-absent,Transport-moving,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,u12,CalibratedClassifierCV,random,1
u13,30,Self-emp-not-inc,Bachelors,Never-married,Sales,White,Male,0,0,40,United-States,0,u13,CalibratedClassifierCV,random,0
0,30,Local-gov,Bachelors,Married-spouse-absent,Sales,White,Male,0,0,40,United-States,1,u13,CalibratedClassifierCV,random,1
0,30,Self-emp-inc,Bachelors,Married-spouse-absent,Craft-repair,White,Male,0,0,40,United-States,1,u13,CalibratedClassifierCV,random,1
0,30,Local-gov,Bachelors,Married-spouse-absent,Farming-fishing,White,Male,0,0,40,United-States,1,u13,CalibratedClassifierCV,random,1
0,30,Local-gov,Some-college,Married-spouse-absent,Sales,White,Male,0,0,40,United-States,1,u13,CalibratedClassifierCV,random,1
0,30,Self-emp-inc,Bachelors,Married-spouse-absent,Prof-specialty,White,Male,0,0,40,United-States,1,u13,CalibratedClassifierCV,random,1
u14,21,Private,HS-grad,Never-married,Transport-moving,White,Female,0,0,40,United-States,0,u14,CalibratedClassifierCV,random,0
0,21,Local-gov,HS-grad,Married-spouse-absent,Exec-managerial,White,Female,0,0,40,United-States,1,u14,CalibratedClassifierCV,random,1
0,21,Private,Some-college,Married-spouse-absent,Prof-specialty,White,Female,0,0,40,United-States,1,u14,CalibratedClassifierCV,random,1
0,21,Private,Prof-school,Married-spouse-absent,Exec-managerial,White,Female,0,0,40,United-States,1,u14,CalibratedClassifierCV,random,1
u15,41,Private,HS-grad,Separated,Other-service,White,Female,0,0,40,United-States,0,u15,CalibratedClassifierCV,random,0
0,41,Local-gov,Prof-school,Separated,Tech-support,White,Female,0,0,40,United-States,1,u15,CalibratedClassifierCV,random,1
0,41,Local-gov,HS-grad,Married-spouse-absent,Tech-support,White,Female,0,0,40,United-States,1,u15,CalibratedClassifierCV,random,1
0,41,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u15,CalibratedClassifierCV,random,1
0,41,Private,Bachelors,Married-spouse-absent,Craft-repair,White,Female,0,0,40,United-States,1,u15,CalibratedClassifierCV,random,1
0,41,Self-emp-inc,HS-grad,Married-spouse-absent,Prof-specialty,White,Female,0,0,40,United-States,1,u15,CalibratedClassifierCV,random,1
u16,29,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,0,u16,CalibratedClassifierCV,random,0
0,29,Private,Prof-school,Married-spouse-absent,Craft-repair,White,Male,0,0,40,United-States,1,u16,CalibratedClassifierCV,random,1
0,29,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1,u16,CalibratedClassifierCV,random,1
0,29,Private,Some-college,Married-spouse-absent,Craft-repair,White,Male,0,0,40,United-States,1,u16,CalibratedClassifierCV,random,1
0,29,Local-gov,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1,u16,CalibratedClassifierCV,random,1
0,29,Local-gov,Prof-school,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,1,u16,CalibratedClassifierCV,random,1
u17,45,Local-gov,Assoc-acdm,Divorced,Prof-specialty,White,Female,0,0,48,United-States,0,u17,CalibratedClassifierCV,random,0
0,45,Local-gov,Assoc-acdm,Married-spouse-absent,Handlers-cleaners,White,Female,0,0,48,United-States,1,u17,CalibratedClassifierCV,random,1
0,45,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,White,Female,0,0,48,United-States,1,u17,CalibratedClassifierCV,random,1
0,45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Female,0,0,48,United-States,1,u17,CalibratedClassifierCV,random,1
0,45,Local-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Female,0,0,48,United-States,1,u17,CalibratedClassifierCV,random,1
0,45,Local-gov,Masters,Married-spouse-absent,Prof-specialty,White,Female,0,0,48,United-States,1,u17,CalibratedClassifierCV,random,1
u18,29,Private,Some-college,Never-married,Handlers-cleaners,Black,Male,0,0,45,United-States,0,u18,CalibratedClassifierCV,random,0
0,29,Self-emp-not-inc,Some-college,Married-spouse-absent,Prof-specialty,Black,Male,0,0,45,United-States,1,u18,CalibratedClassifierCV,random,1
0,29,Self-emp-inc,Some-college,Married-spouse-absent,Craft-repair,Black,Male,0,0,45,United-States,1,u18,CalibratedClassifierCV,random,1
0,29,Private,Some-college,Married-spouse-absent,Exec-managerial,Black,Male,0,0,45,United-States,1,u18,CalibratedClassifierCV,random,1
0,29,Local-gov,Some-college,Married-spouse-absent,Handlers-cleaners,Black,Male,0,0,45,United-States,1,u18,CalibratedClassifierCV,random,1
0,29,State-gov,Some-college,Married-spouse-absent,Prof-specialty,Black,Male,0,0,45,United-States,1,u18,CalibratedClassifierCV,random,1
u19,42,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,0,u19,CalibratedClassifierCV,random,0
0,42,Private,Some-college,Married-spouse-absent,Craft-repair,White,Male,0,0,40,United-States,1,u19,CalibratedClassifierCV,random,1
0,42,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1,u19,CalibratedClassifierCV,random,1
0,42,Private,Prof-school,Married-spouse-absent,Craft-repair,White,Male,0,0,40,United-States,1,u19,CalibratedClassifierCV,random,1
0,42,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1,u19,CalibratedClassifierCV,random,1
0,42,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u19,CalibratedClassifierCV,random,1
u20,34,Private,Masters,Never-married,Exec-managerial,White,Female,0,0,50,United-States,0,u20,CalibratedClassifierCV,random,0
0,34,State-gov,Masters,Married-spouse-absent,Exec-managerial,White,Female,0,0,50,United-States,1,u20,CalibratedClassifierCV,random,1
0,34,Private,Prof-school,Married-spouse-absent,Exec-managerial,White,Female,0,0,50,United-States,1,u20,CalibratedClassifierCV,random,1
0,34,Local-gov,Masters,Married-spouse-absent,Exec-managerial,White,Female,0,0,50,United-States,1,u20,CalibratedClassifierCV,random,1
0,34,Private,Doctorate,Married-spouse-absent,Exec-managerial,White,Female,0,0,50,United-States,1,u20,CalibratedClassifierCV,random,1
0,34,Local-gov,Masters,Married-civ-spouse,Exec-managerial,White,Female,0,0,50,United-States,1,u20,CalibratedClassifierCV,random,1
u22,46,Private,Bachelors,Married-civ-spouse,Transport-moving,White,Male,0,0,50,?,0,u22,CalibratedClassifierCV,random,0
0,46,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,50,?,1,u22,CalibratedClassifierCV,random,0
0,46,Private,10th,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,50,?,1,u22,CalibratedClassifierCV,random,0
0,46,Private,Bachelors,Divorced,Handlers-cleaners,White,Male,0,0,50,?,1,u22,CalibratedClassifierCV,random,0
0,46,Self-emp-inc,Bachelors,Married-civ-spouse,Protective-serv,White,Male,0,0,50,?,1,u22,CalibratedClassifierCV,random,0
0,46,Private,12th,Married-civ-spouse,Priv-house-serv,White,Male,0,0,50,?,1,u22,CalibratedClassifierCV,random,0
u23,54,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,70,United-States,0,u23,CalibratedClassifierCV,random,0
0,54,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,70,United-States,1,u23,CalibratedClassifierCV,random,1
0,54,Private,9th,Married-civ-spouse,Craft-repair,White,Male,0,0,70,United-States,1,u23,CalibratedClassifierCV,random,1
0,54,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,0,0,70,United-States,1,u23,CalibratedClassifierCV,random,1
0,54,Private,Some-college,Married-spouse-absent,Transport-moving,White,Male,0,0,70,United-States,1,u23,CalibratedClassifierCV,random,1
0,54,State-gov,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,0,0,70,United-States,1,u23,CalibratedClassifierCV,random,1
u24,61,Private,Some-college,Never-married,Priv-house-serv,White,Female,0,0,40,United-States,0,u24,CalibratedClassifierCV,random,0
0,61,Private,Some-college,Married-spouse-absent,Sales,White,Female,0,0,40,United-States,1,u24,CalibratedClassifierCV,random,1
0,61,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u24,CalibratedClassifierCV,random,1
0,61,Private,Some-college,Married-spouse-absent,Priv-house-serv,White,Female,0,0,40,United-States,1,u24,CalibratedClassifierCV,random,1
0,61,State-gov,Some-college,Married-spouse-absent,Priv-house-serv,White,Female,0,0,40,United-States,1,u24,CalibratedClassifierCV,random,1
0,61,Private,Some-college,Separated,Prof-specialty,White,Female,0,0,40,United-States,1,u24,CalibratedClassifierCV,random,1
u25,46,Private,Assoc-acdm,Widowed,Tech-support,White,Female,6497,0,40,United-States,0,u25,CalibratedClassifierCV,random,0
0,46,Private,Some-college,Separated,Tech-support,White,Female,6497,0,40,United-States,1,u25,CalibratedClassifierCV,random,1
0,46,Local-gov,Prof-school,Widowed,Tech-support,White,Female,6497,0,40,United-States,1,u25,CalibratedClassifierCV,random,1
0,46,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,White,Female,6497,0,40,United-States,1,u25,CalibratedClassifierCV,random,1
0,46,Private,Assoc-voc,Married-spouse-absent,Tech-support,White,Female,6497,0,40,United-States,1,u25,CalibratedClassifierCV,random,1
0,46,Private,Assoc-acdm,Married-spouse-absent,Tech-support,White,Female,6497,0,40,United-States,1,u25,CalibratedClassifierCV,random,1
u26,36,Private,Assoc-acdm,Separated,Other-service,Black,Female,0,0,32,United-States,0,u26,CalibratedClassifierCV,random,0
0,36,Self-emp-inc,Bachelors,Married-spouse-absent,Exec-managerial,Black,Female,0,0,32,United-States,1,u26,CalibratedClassifierCV,random,1
0,36,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Black,Female,0,0,32,United-States,1,u26,CalibratedClassifierCV,random,1
0,36,Local-gov,Prof-school,Married-civ-spouse,Sales,Black,Female,0,0,32,United-States,1,u26,CalibratedClassifierCV,random,1
0,36,Local-gov,Preschool,Married-spouse-absent,Prof-specialty,Black,Female,0,0,32,United-States,1,u26,CalibratedClassifierCV,random,1
u27,35,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,White,Male,0,0,45,United-States,0,u27,CalibratedClassifierCV,random,0
0,35,Local-gov,Assoc-acdm,Married-spouse-absent,Craft-repair,White,Male,0,0,45,United-States,1,u27,CalibratedClassifierCV,random,1
0,35,Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,United-States,1,u27,CalibratedClassifierCV,random,1
0,35,Local-gov,Doctorate,Married-civ-spouse,Craft-repair,White,Male,0,0,45,United-States,1,u27,CalibratedClassifierCV,random,1
0,35,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,United-States,1,u27,CalibratedClassifierCV,random,1
0,35,Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,0,0,45,United-States,1,u27,CalibratedClassifierCV,random,1
u28,45,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,38,United-States,0,u28,CalibratedClassifierCV,random,0
0,45,Private,Assoc-voc,Married-spouse-absent,Craft-repair,White,Female,0,0,38,United-States,1,u28,CalibratedClassifierCV,random,1
0,45,Private,Some-college,Married-spouse-absent,Exec-managerial,White,Female,0,0,38,United-States,1,u28,CalibratedClassifierCV,random,1
0,45,Private,9th,Married-spouse-absent,Exec-managerial,White,Female,0,0,38,United-States,1,u28,CalibratedClassifierCV,random,1
0,45,Local-gov,HS-grad,Married-spouse-absent,Exec-managerial,White,Female,0,0,38,United-States,1,u28,CalibratedClassifierCV,random,1
0,45,Private,Assoc-acdm,Married-spouse-absent,Prof-specialty,White,Female,0,0,38,United-States,1,u28,CalibratedClassifierCV,random,1
u29,32,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,0,0,60,United-States,0,u29,CalibratedClassifierCV,random,0
0,32,Local-gov,Some-college,Married-civ-spouse,Priv-house-serv,White,Male,0,0,60,United-States,1,u29,CalibratedClassifierCV,random,1
0,32,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,White,Male,0,0,60,United-States,1,u29,CalibratedClassifierCV,random,1
0,32,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,White,Male,0,0,60,United-States,1,u29,CalibratedClassifierCV,random,1
0,32,State-gov,Some-college,Married-civ-spouse,Prof-specialty,White,Male,0,0,60,United-States,1,u29,CalibratedClassifierCV,random,1
0,32,Private,Some-college,Married-spouse-absent,Handlers-cleaners,White,Male,0,0,60,United-States,1,u29,CalibratedClassifierCV,random,1
u30,23,Private,Bachelors,Never-married,Other-service,White,Male,0,0,40,United-States,0,u30,CalibratedClassifierCV,random,0
0,23,Local-gov,Bachelors,Married-spouse-absent,Craft-repair,White,Male,0,0,40,United-States,1,u30,CalibratedClassifierCV,random,1
0,23,Local-gov,Bachelors,Married-spouse-absent,Sales,White,Male,0,0,40,United-States,1,u30,CalibratedClassifierCV,random,1
0,23,Local-gov,Bachelors,Married-spouse-absent,Tech-support,White,Male,0,0,40,United-States,1,u30,CalibratedClassifierCV,random,1
0,23,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u30,CalibratedClassifierCV,random,1
0,23,Local-gov,12th,Married-spouse-absent,Tech-support,White,Male,0,0,40,United-States,1,u30,CalibratedClassifierCV,random,1
u31,21,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,44,United-States,0,u31,CalibratedClassifierCV,random,0
0,21,Local-gov,HS-grad,Married-spouse-absent,Prof-specialty,White,Female,0,0,44,United-States,1,u31,CalibratedClassifierCV,random,1
0,21,Local-gov,12th,Married-spouse-absent,Tech-support,White,Female,0,0,44,United-States,1,u31,CalibratedClassifierCV,random,1
u32,34,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,50,United-States,0,u32,CalibratedClassifierCV,random,0
0,34,Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,0,0,50,United-States,1,u32,CalibratedClassifierCV,random,1
0,34,Local-gov,Prof-school,Married-civ-spouse,Craft-repair,White,Male,0,0,50,United-States,1,u32,CalibratedClassifierCV,random,1
0,34,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,United-States,1,u32,CalibratedClassifierCV,random,1
0,34,Local-gov,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,50,United-States,1,u32,CalibratedClassifierCV,random,1
0,34,Private,Bachelors,Married-spouse-absent,Craft-repair,White,Male,0,0,50,United-States,1,u32,CalibratedClassifierCV,random,1
u33,27,Private,Some-college,Never-married,Other-service,White,Male,0,0,40,United-States,0,u33,CalibratedClassifierCV,random,0
